nom,racions,ingredients,passos
Truita de Xampinyons amb Formatge de Cabra,,"['30 g xampinyons', '20 g formatge de cabra', '2 ous', '5-7 g d’oli d’oliva, sal pebre bo']","['Rentar i tallar els xampinyons a làmines.', ""Saltejar els xampinyons en oli d'oliva fins que estiguin daurats."", 'Batre els ous i afegir-hi els xampinyons i el formatge de cabra.', 'Cuinar fins que els ous estiguin ben cuits.']"
Pit de Pollastre al Forn amb Herbes Mediterrànies,,"['300 g Pitrera de pollastre', 'Herbes mediterrànies (romaní, tomí, orenga)', ""Oli d'oliva, sal i pebre al gust""]","['Encalentir el forn a 180ºC.', 'Posar-li les herbes a la pitrera de pollastre, sal i pebre bo.', ""Col·locar-la en una safata per a forn i regar-lo amb oli d'oliva. També li pots afegir una mica d’agua perquè quedi més tendre."", 'Forneja fins que el pollastre estigui ben cuit i daurat per fora.']"
Amanida de Salmó Fumat amb Alvocat i Amaniment d'Oli d'Oliva,,"['200 g Salmó fumat', '½ Alvocat', ""Oli d'oliva, llimona, sal i pebre al gust""]","['Tallar el salmó fumat a tires.', ""Pelar i tallar l'alvocat a trossos."", ""Barreja el salmó i l'alvocat en un bol."", ""Amanir amb oli d'oliva, suc de llimona, sal i pebre al gust""]"
Rotllets d'Enciam amb Carn de vedella i Guacamole,,"[""3 fulles d'enciam (romana)"", '200 g de carn picada (pot ser de vedella, pollastre o porc)', '100g de Guacamole (alvocat, tomàquet, ceba, coriandre, llimona o lima)', '10ml d’oli d’oliva']","[""Rentar i assecar les fulles d'enciam per utilitzar-les com a embolcalls."", 'Encalentir la paella i posa-li l’oli d’oliva', 'Cuina, dins la paella, la carn picada amb espècies: comí, pebre bo, pebre vermell…', 'Prepara el guacamole mesclant: alvocat, tomàtiga, ceba morada, coriandre i llimona o llima (al gust). Tot talladet ben petit', ""Col·locar la carn cuita damunt les fulles d'enciam i afegir guacamole."", 'Enrotllar les fulles com si fossin burrets.', 'Servir i menjar! (Li pots tirar una mica més de llimona o llima per damunt)']"
Salmó al Forn,,"['150 g de salmó fresc', ""Pesto d'alfàbrega /"", ""Oli d'oliva, sal i pebre al gust""]","['Encalentir el forn a 180ºC', 'Col·locar el filet de salmó en una safata de forn.', ""Untar el pesto d'alfàbrega sobre el salmó. Si ho prefereixes també es pot afegir després de que el salmo estigui cuit en treure'l del forn."", ""Regar-lo amb oli d'oliva i trempar-lo amb sal i pebre."", 'Forneja fins que el salmó estigui cuit i la part superior estigui daurada. (15-20 min)']"
Pesto d’alfàbrega,,"['30 g fulles fresques de alfàbrega )', '40 g Pinyons', '50 g formatge parmesà ratllat', '2 alls All', ""120 ml Oli d'oliva verge extra"", 'Sal i pebre al gust']","[""Posar les fulles fresques d'alfàbrega, els pinyons, el formatge parmesà ratllat i les dues dents d'all en un processador d'aliments (turmix/thermomix)."", 'Triturar els ingredients fins a obtenir una barreja gruixuda.', ""Amb el processador engegar, vessar lentament l'oli d'oliva verge extra fins que la barreja sigui suau i homogènia."", 'Aturar el processador i condimentar el pesto amb sal i pebre al gust.', 'Provar i ajustar els ingredients segons la teva preferència.']"
Ous Remenats amb Espinacs i Alvocat,,"['3 Ous', '100 g espinacs frescos', '½ Alvocat', 'Sal i pebre al gust', '10 g mantega per cuinar']","['Batre els ous en un bol i trempar amb sal i pebre.', 'En una paella, fondre una mica de mantega i saltejar els espinacs fins estiguin fets.', 'Afegir els ous batuts a la paella i remenar fins que estiguin cuits.', 'Servir en un plat els ous remenats amb l’alvocat al costat']"
Pit de Gall d'Indi a la Graella amb Bròquil al Vapor,,"[""Pits de gall d'indi (3 unitats) → per dos dies"", '250 g Bròquil', ""10 g Oli d'oliva verge extra"", 'Sal i pebre al gust', 'Opcional: herbes mediterrànies']","['Encalentir la graella a temperatura mitjana-alta.', ""Condimentar les piteres de gall d'indi amb oli d'oliva, sal, pebre i, si es desitja, amb herbes mediterrànies."", ""Torrar els pits de gall d'indi fins que estiguin ben cuits i amb marques de la torradora."", ""Mentre es torra el gall d'indi, coure el bròquil al vapor fins que estigui tendre (7min+-)."", ""Servir els pits de gall d'indi sobre el bròquil cuinat al vapor."", 'Trempar amb oli i sal']"
Amanida de Llagostins amb Alvocat i Amaniment de Llimona,,"['200 g de llagostins', '½ Alvocat', '70 g d’enciam', 'Llimona (mitja, sucs i ratlladura)', ""10 g Oli d'oliva verge extra"", 'Sal i pebre al gust']","[""En un bol, col·locar les fulles d'enciam rentades."", ""Afegir els llagostins cuits i pelats sobre l'enciam."", ""Incorporar els trossos d'alvocat."", ""En un bol petit, fer una vinagreta amb suc de llimona, oli d'oliva, sal i pebre."", ""Amanir l'amanida amb la vinagreta de llimona abans de servir.""]"
Pit de cal d’indi (d’ahir) amb amanida verda amb formatge brie,,"['Pit de cal d’indi d’ahir a migdia', '70-100 g d’amanida verda (fulles de lletuga, espinacs, rúcula, etc.)', '60 g formatge brie (quantitat segons preferència)']","[""Encalentir el pit de cal d'indi: Pots fer-ho a la paella, al forn o la microones."", ""Preparar l'amanida verda: mescla les fulles d'amanida verda al teu gust, i trempa-les."", ""Afegir formatge brie: Talla el formatge brie i posa'l a sobre de l'amanida."", ""Afegir el pit de cal d'indi calent: Col·loca el pit de cal d'indi escalfat a sobre de l'amanida."", 'Serveix i gaudeix!']"
Truita amb formatge blau i espinacs,,"['4 Ous', '40 g formatge blau (quantitat al gust)', '100 g Espinacs frescos']","['Batre els ous en un bol.', 'Afegir els espinacs al bol amb els ous batuts.', ""Afegir el formatge blau: Talla el formatge blau a trossos petits i afegeix-los a la mescla d'ous i espinacs."", 'Cuinar la truita: Escalfa una paella amb oli o mantega. Aboca la barreja i cuina fins que els ous estiguin fets però encara humits.', 'Doblegar la truita per la meitat i servir', 'Reserva la meitat de la truita per demà dematí berenar']"
Pollastre Torrat amb Ruca Trempada,,"['250g de Pitrera de pollastre', '50-100g Ruca', ""7-10 g Oli d'oliva"", '1 All', 'Llimona (sucs)', 'Sal i pebre al gust']","['Encalentir el forn a 200ºC', 'Preparació del pollastre: Condimenta el pit de pollastre amb sal i pebre al gust.', 'Enforna 20-25min el pollastre fins que estigui ben cuit i daurat.', ""Preparació de la ruca trempada: En un bol petit, barreja la ruca amb oli d'oliva, sucs de llimona, all picat (opcional), sal i pebre al gust."", 'Serveix: quant el pollastre estigui cuit, col·loca la ruca trempada al costat del pollastre i serveix.']"
Gambes al ajillo amb Espinacs Saltejats,,"['200 g Gambes', '100 g Espinacs frescs', ""2 cullerades d’oli d'oliva"", '2 alls', 'Guindilla (opcional)', 'Sal i pebre al gust']","['Pelar les gambes, i deixar-les a banda.', ""En una paella amb oli d'oliva, saltejar l'all i la guindilla (si s'utilitza) fins que siguin aromàtics. Afegir les gambes i cuinar-les fins que estiguin rosades."", ""En una altra paella, saltejar els espinacs amb una mica d'oli fins que es redueixin."", 'Col·locar els espinacs a un plat i les gambes a sobre. Condimenta amb sal i pebre al gust. Serveix calent.']"
Pebrots farcits de peix i formatge.,,"['400g de peix (si ho fas amb rap queda molt bé, però pot ser qualsevol altre peix)', '200 g de formatge brie', '4 pebrots vermells', '1 ceba', '2 alls', '2 tomàtigues', '1 ou (opcional, per lligar)', ""10g d’oli d'oliva"", 'Sal i pebre al gust']","['Encalentir el forn a 180°C.', 'Rentar i tallar els pebrots per la meitat, eliminant les llavors i les membranes interiors.', ""En una paella, escalfa una mica d'oli d'oliva i sofregix la ceba i l'all fins que estiguin daurats."", 'Afegir el peix desmenuçat i sense espines i cuinar fins que estigui cuit', 'Afegir sal i pebre al gust.', ""Si ho desitges, pots afegir l'ou batut per lligar millor la barreja."", 'Omplir els pebrots amb la barreja de peix', 'Col·locar els pebrots farcits en una safata per forn.', 'Enfornar durant uns 20 minuts o fins que els pebrots estiguin tendres i la part superior estigui ben gratinada.', 'Col.locar trossos de formatge brie sobre cada pebrot farcit.', 'I tornar a enfornar durante 5-8 minuts més', 'Serveix 2 pebrots i reserva els altres 2 per demà.']"
Ou bullit amb salmó fumat i ½ alvocat,,"['2 OU', '100 g de salmó fumat', '½ ALVOCAT', '50 g de ruca', 'oli, sal i llimona']","['Bullir l’ou durante 8 minuts i quan estigui bullit palar-lo', ""Tallar l'alvocat a làmines"", 'Servir: el salmó fumat, l’alvocat, l’ou i la ruca en un plat', 'Trempar la ruca, i posar sal i oli a l’ou.']"
