nom,racions,ingredients,passos
Cetogranola,,"[""80g d'ametlles naturals"", '70g de nous naturals', '20g de llavors de carbassa', '5-10g de chía (opcional)', ""20g d'ametlles filetejades (opcional)"", '35g de llavors de lli mòltes', '10g de coco ratllat', ""55g d'eritritol"", '1 ou', '30g de mantega o oli de coco', ""5ml d'essència de vainilla""]","['Encalentir el forn a 200°C i preparar una safata de forn (amb un full de paper de forn perquè no s’aferri).', ""Picar les ametlles mitjançant fins que estiguin tallades, però encara a trossos grans. Afegir les nous i les llavors de carbassa, la chía, les llavors de lli i l'eritritoll, les ametlles filetejades i el coco ratllat"", ""Afegir l'ou i la mantega."", 'Mesclar fins que quedi una mescla homogènia.', 'Escampar la granola a la safata de forn formant una fina capa.', 'Enfornar de 10 a 20 minuts o fins que la granola comenci a daurar.', 'Treure del forn i verificar si queden espais sense daurar. En aquest cas, remenar amb la cullera i tornar a introduïu al forn.', 'Treure la granola i deixar refredar.', 'Emmagatzemar al pot de vidre fins al seu ús.']"
Peix a la mallorquina,,"['400g bacallà (200 per ració)', '200g patata', '1 Manat bledes', '2 Cebes tendres', '1 Manat de julivert', '1 Tomàtiga', '6 alls', '20g pinyons', '20g panses', 'Un poc de pebre vermell', 'Sal', ""Oli d'oliva"", 'Pebre bo']","['Encalentir el forn a 180ºC', 'Tallar tota la verdura (tallar la tomàtiga a llesques i reservar), i la trempar en una ensaladera grossa amb oli, sal, pebre vermell i pebre bo', 'Llevar les espines al peix', 'Col. locaruna capa de patata al fons de la safata de forn i una ica de verdura', 'Col. locar el peix', 'Acabarde col. locar la resta de les verdures per damunt.', 'Col. locar les llesques de tomàtiga per damunt, els pinyons i les panses. Afegir una mica de pebre bo, sal i oli.', 'Enfornar durante 45min a 180ºC', 'Servir la meita i reservar l’altre meitat pel dissabte.']"
Truita-pizza,,"['3 ous', '70g tomàtigues xerris', '30g de mozzarella ratllada', '10g mantega', 'Orégano sec al gust', '1 cullerada d’oli d’oliva verge', 'Sal']","['Tirar els ous en un bol, afegir la sal, el pebre i la mantega. Batre amb una forqueta fins a mesclar.', ""Encalentir la paella 3 minuts a foc mitjà-baix. Tirar l'oli, i esperar que sigui ben líquid. Moure la paella per distribuir-lo per tot."", 'Afegir els ous batuts.', ""Tirar damunt els ous les tomàtigues xerris (trocejades a meitats o, a quarts) el formatge mozzarella i una mica d'orenga."", ""Doblegar en dues (com empanada) o quatre parts (com un sobre) de manera que no se'n surtin les tomàtigues i el formatge. També es pot enrotllar."", 'Tapar, cuinar per 30 segons més.', 'Servir amb una mica d’orenga per damunt.']"
Crep amb xocolata i fraules,,"[""120 grams de farina d'ametlla"", '60 grams de formatge crema', '2 ous', '60 ml de llet (¼ tassa)', '20 g de mantega líquida (fosa, al bany maria o al microones)', '20 g de mantega → haurien de ser 2 cullerades soperes, aprox.', '1 pessic de sal', '1 cullerada postres de llevadura en pols', '50 g de xocolata del 90%', '2 cullerades d’oli de coco']","['Fer la massa i deixar reposar 20 min dins la gelera.', 'Fer els creps.', 'Aquesta massa es romp molt. Per girar-ho és aconsellable emprar un plat pla, com si giressim una truita.', 'Es fon la xocolata al bany maria juntament amb l’oli de coco', 'Se li poden afegir unes gotes d’essencia de vainilla i/o també canyella si agrada.', 'Emprarem aquest xocolata per facir els creps.']"
Lluç amb crosta d’ametlles i parmesà,,"['1 filet de lluç amb pell (200g)', '10 g de mantega sense sal', ""15 g d'ametlles filetejades"", '10 g de formatge parmesà', '1⁄2 llimona', 'Sal i pebre al gust']","['Encalentir el forn a 170°C i preparar la safata de forn (si no és antiadherent posar paper de forn).', 'Col·locar en un bol: la mantega, les ametlles, el formatge i la ratlladura de llimona. Barregeu-ho tot amb els dits fins a obtenir una espècie de massa.', 'deixar el peix net d’espines i condimentar-ho amb sal i pebre.', 'Col·locar el peix a la safata de forn amb la pell cap avall i cobrir-lo amb la massa de mantega i ametlles.', ""Enfornar entre 10 i 12 minuts fins que la crosta d'ametlles comenci a daurar."", 'Afegir les gotes del suc de llimona i servir immediatament.']"
Piteres de pollastre amb mantega aromatitzada,,"['300g de pits de pollastre sense os i sense pell (2 unitats)', 'Sal i pebre', ""20ml d'oli d'oliva"", '20g de mantega aromatitzada (prèviament posa la mantega algunes herbes aromàtiques']","['Treure de la nevera o congelador 20g de mantega aromatitzada (veure recepta).', 'Assequeu el pollastre amb tovalloles de paper absorbent, feu una incisió o tall petit pel lateral més gruixut del pit fent una mena de butxaca sense.', 'Introduir a la incisió de cada pit 10g de mantega aromatitzada.', ""Escalfar la paella a foc mitjà-alt. Afegiu-hi la resta de l'oli d'oliva i espereu que calenta fins que estigui a punt de fum."", 'Segellar el pollastre de 3 a 4 minuts per cada costat o fins a daurar. Abaixar el foc, tapar la paella i acabar de cuinar a foc lent per almenys 5 minuts més per cada costat.', 'Servir immediatament!', 'Bon profit!']"
Espàrrecs embolicats en pernil salat,,"['5-7 espàrrecs verds (½ manat)', '2-3 talls de pernil salat', ""Oli d'oliva""]","['Encalentir el forn a 200°C i preparar la safata de forn (posar paper de forn si fa falta).', ""Rentar i llevar la part forta de l'espàrrec."", ""Embolicar cada espàrrec1 amb un troç de pernil, en forma d'espiral i de baix a dalt. Anar col·locant-los sobre la safata de forn."", ""Posar una mica d'oli d'oliva per damunt els espàrrecs."", 'Enfornar entre 10 i 12 minuts o fins que el pernil comenci a daurar.']"
Hamburguesa,,"['300g de carn picada — de boví2', '20g de xoriç (opcional)', '15g de mostassa Dijon (o 3g de pebre vermell dolç en pols)', '2 alls', ""15g d'oli d'oliva"", 'Sal i pebre al gust']","[""Mesclar la carn, el xoriço, la mostassa, l'all, l'oli, la sal i el pebre al bol."", ""Encalentir la paella per 2-3 minuts a foc mitjà-alt amb una mica d'oli. 1 2"", 'Fer dues boles amb la carn i donar forma a les hamburgueses amb les mans humides. Si les prefereixes més petites fes-ne tres.', 'Col·locar les hamburgueses a la paella i cuinar 5 minuts per cada costat o fins que comencin a daurar.', 'Passar a un plat i mentre estiguin calents col·locar el formatge cheddar per sobre (en talls o ratllat).', ""Servir sobre les fulles d'enciam, col·locar per damunt una llesca de tomàtiga i ceba.""]"
Amanida de colors,,"['70g de mescla de fulles verdes: col, ruca, enciams, espinacs, kale', '100g de tomàquets cherry (o 1 unitat mitjana de tomàquet)', '25g de ceba morada', '100g de pastanaga', '20g de llavors de carbassa', '5g de coriandre o menta fresca (opcional)', '0.5g pebre vermell picant a pols (opcional)']",[]
Iogurt grec amb ametlles i nabius,,"['200g iogurt grec natural', '100-150g de maduixes (o fruits vermells)', '30g de nous i ametlles (o cet-granola si encara en tens de feta)', '10-20g de chía', 'Canyella al gust']","['Col·locar el iogurt en un recipient.', 'Afegir les llavors de chía.', 'Es pot endolcir amb una mica de stevia o eritritol', 'Afegir les maduixes o fruits vermells.', 'Afegiu-hi les nous i ametlles.', 'Posar canyella al gust.']"
Sopes mallorquines,,"[""3 cullerades d’Oli d'oliva extra verge o ecològic"", '3 alls', '1 pebre de cirereta', '600 kg de carn magra o costella de porc', '3 botifarrons', '1 ceba', '1 manat de grells', '1 porro (la part blanca)', '2 tomàtigues de ramellet ratllades', '½ col (¼ si és molt grossa)', '¼ coliflor', '1 manat de julivert', '200g de bolets (esclata-sangs, gírgoles…)', 'Pebre vermell dolç (en pols)', 'Sal, pebre, aigua']","['Rentar i trossejar tota la verdura.', ""Posar una cassola grossa al foc amb l’oli d'oliva extra verge o ecològic."", 'Quan l’oli estigui calent posar-hi els alls i el pebre de cirereta, i treure’ls', 'Sofregir la carn. Posar sal i prebe bo. Un a vegada la carn estigui feta, la retiram i posam les verdures en aquest ordre: ceba, grells i porro primer / Tomàtiga rallada / Col i coliflor / Julivert / Prebe vermell / Sal', 'Una vegada s’hagin sofregit una mica, afegim agua fins a tapi les verdures', 'Deixar bullir 5 minuts', 'Afegir els esclata-sangso girgoles3, la carn i els botifarrons', 'Deixar coure fins que les verdures estiguin fetes.', 'Servir en un plat i menjar amb cullera. En aquest cas no hi posarem les sopes de pa. En tot cas, podríem emprar una mica de pa de lli. Encara que segurament li donarà un gust i textura desconegut i potser que no ens agradi massa.', 'Menjar ¼. Reservar ¼ pel dinar de demà. I, si només en menges tu, reserva l’altre meitat per quan torni a sortir al menú.']"
Roses de carabassí amb pernils,,"['2 carabassins', '60 g de pernil salat', '60 g de pernil dolç', '60 g de formatge de barra', 'pebre bo']","['Encalentir el forn a 180ºC', 'Tallar els carabassins a llesques fines (un pelador és ideal per fer-ho)', 'Estendre els carabassins i repartir el pernil salat, el pernil dolç i el formatge fins que quedi tot repartit. LA idea és que cada llesca de carabassí tendrà damunt pernils i formatge.', 'Una vegada preparat enrevoltillar cada llesca de carabassí amb els pernils i el formatge fent una rosa (o rollet).', 'Col·locar les roses dins una safata de forn (li pot posar paper de forn, si vols)', 'Tirar una mica de pebre bo per damunt i ho enfornarem durant 10 minuts.', ""Menja la meitat de les roses i reserva l'altra meitat per demà.""]"
Ous poché,,"['2 ous', '300ml d’aigua (aprox, només és per bullir els ous)', 'sal']","['Posar s’aigua a bullir en un perol.', ""Descloscar l'ou en una tassa i reservar. 3"", ""Quan l'aigua estigui a punt de bullir (o bulli lleugerament), fem un remolí amb l'ajuda d'una cullera o unes varetes."", ""Deixar caure l'ou al centre del remolí, amb delicadesa."", 'Cuinar 4-5 minuts.', 'Retirem amb una espumadora,', 'Trempar els ous amb sal i oli gust.']"
"Frittata de salmó, espinacs i xampinyons",,"['6ous', '10g de nata líquida(opcional)', '15g de mantega sense sal freda', '100g de espinacs', '100g de xampinyons', '50g de ceba blanca', '30g de formatge parmesà', ""3g de fulles d'alfàbrega fresca (veure observacions)"", 'Sal i pebre al gust']","['Encalentir el forn a 180°C i preparar la safata (si no és antiadherent se suggereix posar-hi paper de forn).', 'Tirar els ous en un bol. Afegir la nata líquida, la mantega freda, la sal i el pebre. Batre els ous suaument amb la forquilla i reservar.', 'Encalentir la paella. Afegir la ceba i saltar per 2-3 minuts o fins que estigui translúcida.', 'Afegir els xampinyons i els espinacs al final.', 'Tapar i esperar que les fulles d’espinacs s’ablaneixin una mica.', 'Passar la mescla a la safata de forn cobrint tota la seva superfície.', ""Cobrir amb els ous batuts i remenar-ho tot amb la forquilla per barrejar bé els vegetals amb l'ou."", ""Posar les fulles d'alfàbrega per damunt i després el parmesà."", 'Enfornar uns 15 minuts o fins que la frittata comenci a daurar.', 'Treure del forn i esperar que refredi almenys 5 minuts.', 'Tallar en dues porcions. Guardar-ne una dimecres dematí.']"
Amanida i Pad-thai,,"['100 g de fulles verdes variades trempades.', '60g de tallarins konjac', '2 alls', '1g de gingebre mòlt', '10g de bitxo o en el seu defecte cayena en pols (unes bocades amb el pot, al gust)', ""15 ml d'AOVE"", '300g de gambes mitjanes crues i pelades', '100g de tofu ferm tallat daus', '1 ou', '100g ceba tendra (part verda de la tija)', '50g de brots de soja en conserva', '10g de fulletes de coriandre per servir (5g cada porció)', '10g de cacauets torrats per servir (5g cada porció)', ""2-3g d'edulcorant per a la salsa"", '15ml de suc de taronja per a la salsa', '15ml de salsa de soja per a la salsa', '10g de crema de cacauats per a la salsa']","['Prepara l’amanida. La pots menjar abans o a la vegades que menges el pad thai', ""Tallar l'all i la ceba tendre. I el bitxo si n’hi poses."", 'Assecar amb tovalloles de paper absorbent les gambes i salpebrar.', 'Tallar el tofu a daus de mida similar a les gambes.', ""Descloscar l'ou en un bol i batrer amb una forqueta."", 'Treure els els brots de soja del pot, i llevar-lis el líquid', ""Prepara els fideus konjac segons les indicacions de l'empaquetatge i reserva."", 'Mescla tots els ingredients de la salsa en un pot petit amb tapa. Tapa i agita (remena) fort fins a emulsionar.', ""Col·loca una paella gran o wok a encalentir a foc alt amb la meitat de l'AOVE. Quan estigui calent afegeix l'all, el gingebre i el bitxo o cayena i salta-ho tot sense deixar de remoure per 10 segons o fins que comenci a deixar anar aroma."", ""Afegeix l'altra meitat de l'oli, afegeix les gambes i el tofu i salta-ho fins que les gambes estiguin cuites. En aquest moment afegeix els fideus i mescla-ho."", ""Aparteu-ho tot a un costat de la paella i afegiu-hi l'ou batut al costat buit. Deixa que es cuini per 20 segons, després remou combinant amb els fideus, les gambes i el tofu."", ""Tira la salsa per damunt i remou perquè s'impregnin els fideus."", 'Afegeix els brots de soja i la ceba tendra i segueix saltejant-ho tot per 30 segons més. Afegeix els cacauets xepats i retira del foc.', ""Serveix la meitat del Pad Thai en un plat profund amb més cacauets i les fulles de coriandre i guarda l'altra porció per al dia següent.""]"
Fajitas de pollastre,,"['300g de pit de pollastre sense pinyol i sense pell', '100g de ceba dolça', '100g de pebrot vermell (o verd o mixts)', ""10ml d'AOVE"", ""40g d'alvocat per servir (20g cada porció)"", '4 ous', '140 g de formatge crema', '3 cullerades de psillium', 'sal']","['Assear les pitreres de pollastre amb paper absorbent i tallar-les en tires fines.', 'Tallar la ceba a juliana i el pebrot a tires fines. Tracta que tots els ingredients tinguin més o menys la mateixa mida (per cocció uniforme).', 'Afegeix en un bol gran el pollastre, la ceba i el pebrot tallats.', ""Mescla en un bol petit els ingredients de la marinada. Després afegir-la al pollastre remenant tot fins que s'impregni completament. Deixa reposar mentre prepares les “tortillas”. Segueix les instruccions per preparar-les!"", ""En una paella (gran) afegeix-hi 10 ml d'AOVE i puja la temperatura. Quan l'oli estigui ben calent, afegeix-hi el pollastre, els vegetals i la marinada i salta-ho tot remenant contínuament durant almenys 5 minuts fins que el pollastre estigui completament cuit."", ""Passa a un bol i serveix juntament amb les truites, el pico de gallo i l'alvocat."", 'Recordeu guardar la meitat de la preparació per dinar demà.', 'Encalentir el forna 150ºC4', 'Batre els ous afegir-li el formatge crema i finalment el psyllium i la sal.', 'Estén la mescla entre dos papers de forn amb un aprimador. T’hauria de quedar d’una gruixa d’uns pocs milimetres (1-2).', 'Enforna durante 12 minuts aproximadament.', 'Treus del forn, lleves el paper de forn', 'Talles en 4 trossos (seran totillas rectangulars!)', 'I les reserves per farcir amb la carn i el pico de gallo una vegada en taula', 'REcorda qeu dues són per avui i 2 per demà']"
Brioix de xocolata,,"['40g de xocolata 90%', '1 ou', ""2ml d'essència de vainilla"", ""50g d'alvocat"", '10g de mantega (o oli de coco)', '25ml de llet sencera o nata líquida', '40g de farina de ametlles', ""40g d'eritritol"", '10g de cacau en pols sense sucre', '2g de pols de coure', '0.5g de sal']","['Encalentir el forn a 170°C i preparar el motlle per a forn (emprar paper de forn si fa falta).', ""Fondre la xocolata amb la mantega al bany maria o al microones en tandes de 30 segons fins que estigui fos. Remenar-ho amb l'espàtula i deixar-ho refredar un parell de minuts."", ""Posar l'ou, l'alvocat i la vainilla dins la picadora. Picar fins aconseguir una consistència suau o de puré."", 'Afegir la xocolata fosa i la nata líquida i batre fins a integrar-los bé.', ""Mesclar tots els ingredients secs: la farina d'ametlles, el cacau en pols, l'eritritol, la pols de coure i un pessic de sal."", ""Afegir la mescla a la picadora juntament amb els ingredients humits i remenar-ho amb l'espàtula abans de processar. Processar fins a combinar, si fa falta anar desenganxant els ingredients secs de les parets del procesador. 4"", 'Buidar la mescla al motlle.', 'Enfornar entre 18 i 20 minuts. Fins que sigui cuit. (Farà oloreta)', 'Treure del forn i deixar refredar abans de tallar.', 'Serveix 1 ració i guarda les demés.', 'Guardar les porcions que no s’hagin de menjar ara.']"
Lasanya,,"['8 ous', '175 g de formatge crema', '5-6 cullerades de psyllium', 'sal', '100 g ceba', '2 all', '100 g pebre vermell', '1/2kg de carn picada de por i vedella (o del que vulguis)', '200 ml salsa de tomàtiga casolana (si l’has de comprar, compra-la de tomàtiga natural', '100 g Formatges: pot ser formatge ratllat per fondre, mozzarella, pots posar una mica de']","['Encalentir el forna 150ºC5', 'Batre els ous afegir-li el formatge crema i finalment el psyllium i la sal.', 'Estén la mescla entre dos papers de forn amb un aprimador. Com que ara tens el doble de quantitat, pots fer dos sostres, amb 3 fulls de paper de forn. Intenta repartir bé les quantitats perquè te quedin de gruixes similars. T’hauria de quedar d’una gruixa d’uns pocs milimetres (1-2).', 'Enforna durante 12 minuts aproximadament.', 'Treus del forn, lleves el paper de forn', 'Talles de la mida del recipient que empraràs per fer la lasanya. 5Tambépodriesferlestortillas(tortitas)enunapaella,comsifosuncrep,peròsinotens unapaellaquenos’aferrit’aconsellemprarelforn']"
Peix amb pernil,,"['500 g de peix: dorada, lubina, truita…', '10g de pernil', '10g de mantega aromatitzada (amb all, julivert i sal)', ""5ml d'oli d'oliva"", 'Sal', '1⁄2 llimona']","['Encalentir el forn a 180°C i preparar la safata de forn (si fa falta emprar paper de forn).', 'Eixugar el peix amb paper absorbent. Obrir per la meitat, amanir amb una mica de sal, distribuir dins de la truita els trossos de mantega i col·locar al llarg les rodanxes senceres de pernil.', ""Tancar el peix i col·locar-lo sobre la safata de forn. Fregar la pell amb unes gotes d'oli d'oliva i sal."", ""Enfornar 15 minuts o fins que faci oloreta de cuit (20-25 min). Canviar l'opció del forn a grillar els darrers 5 minuts per torrar la pell (opcional)."", 'Servir amb unes gotes de llimona.']"
"Amanida de ruca, edame i alvocat",,"['50 g de ruca', '50 g d’edame', '20g mozarela', '20g ceba morada', '4 tomàtigues xerri', '¼ alvocat', 'OOVE, sal i llimona']","['Talla: la ceba morada, les xerris l’alvocat i la mozzarella', 'Mescla tots els ingredients en un bol: ruca, edame, mozzarella, ceba morada i alvocat tallat petit', 'Trempa amb OOVE, sal i llimona o vinagre.', 'Si t’agrada li pots afegir llavoretes (no moltes ,només 1 culleradeta postres)', 'Bon profit!']"
Espaguetis (konjac) marinera amb cloïsses i musclos,,"['1 ració d’espaguetis konjac', '80 g de cloisses i musclos (almejas i mejillons) pes sense closques', '1 tomàtiga', '2 alls', '40ml vi blanc (opcional)', 'julivert', '15 olives', '20 g de tàperes', '2 cullerades d’OOVE', 'Sal i pebre bo']","['Tallar les verdures', 'Coure els musclos i les cloïsses en una olla amb l’all, la tomàtiga (tallada a daus), el julivert i el vi (si en poses, sinó li pots posar una miqueta d’agua).', 'Preparar els espaguetis konjac (només cal treure’ls de la bossa i passar per aigua calenta).', 'Tirar els espaguetis a l’olla, i afegir els aliments crus: olives i tàperes.', 'Trempar amb OOVE, sal i prebe bo.', 'Bon profit!']"
Espinacs saltejats amb pinyons i ametlles,,"['300 g d’espinacs', '½ ceba', '1 all', '50 g d’ametlles', '20 g de pinyons', 'OOVE, sal i pebre bo']","['Talla l’all i la ceba', 'Posa una mica d’OOVE en una paella i deixa encalentir', 'Tira-hi la ceba i l’all i sofregeix', 'Mentrestant renta i talla els espinacs', 'Afegeix els espinacs a la paella i sofregeix fins que siguin cuits', 'Mentrestant pica les ametlles en un murter (deixa troços grossos)', 'Torra les ametlles i els pinyons en una paella a part (sense oli ni res)', 'Treu els espinacs i serveix en un plat, tira-hi les ametlles i els pinyons per damunt', 'Trempa amb una mica d’OOVE, sal i pebre bo i serveix!', 'Bon profit!']"
"Iogurt grec amb flocs de civada, ametlles, tahin i nabius",,"['125 g de iogurt grec', '30 g de flocs de civada', '30g de fruits secs: ametlles, avellanes, cacahuets, crema de cacahuet, tahin, pipes girasol,', '1 cullerada de tahin', '100 g de nabius o altres fruits vermells. També pot ser qualsevol altre fruita! (els fruits']","['Mesclam tots els ingredients en un bol.', 'Posar primer els flocs de civada perquè es reblaneixin. Millor emprar “copos suaves de avena”', 'Bon profit!']"
Pitreres de pollastre amb verduretes (al forn) i espècies,,"['400 g de pitreres de pollastre', '150 g de xampinyons', '100 g de carabassa', '1 pastanaga', '1 ceba morada', '1 porro']","['Posa el forna encalentir a 200ºC', 'Adoba el pollastre amb: sal, pebre bo, suc i ralladura de llimona i una mica d’oli.', 'Deixa’l macerar perquè agafi més gustet.', 'Pala i talla les verdures', 'Fes un llit de verdures dins una font i trempa-les amb oli, sal i les espècies que t’agradin: romaní, orenga, comí, nou moscada…', 'Col.loca el pollastre damunt', 'Enfornar a 200-190ºC durante 50-60 min (o fins que el pollastre estigui fet).', 'Serveix la meitat i reserva l’altre meitat per demà.']"
Cols de brussel·les amb pinyons i parmesà,,"['250 g de cols de brusselles', '9 g (1 cullerada) de pinyons', '12 ml d’OOVE (1 cullerada sopera)', '2 alls', '1 guindilla (opcional)', '10 g de parmesano', 'Sal, pebre bò']","['Bullir les cols de brussel·les amb aigua abundant durante 10-12 minuts', 'Colar-les i xepar-les per la meitat', 'Posar 1 cullerada d’OOVE en una paella, i tirar-hi els alls', 'Tirar-hi les cols de brussel·les, els pinyons i la guindilla.', 'cuinar remenant durante 3 o 4 minuts', 'Deixar reposar 2-3 minuts', 'Trempar amb oli, sal i pebre bo', 'Servir amb el parmesà ratllat per damunt']"
Iogurt grec amb ametlles,,"['125 g iogurt grec', '30 g d’ametlles']","['mescla-ho en un bol', 'Bon profit!']"
"Truita d’espàrrecs, all i cúrcuma",,"['6 ous', '100 g d’espàrrecs', '2 alls', '4 g de cúrcuma fresca rallada']","['Rentar i tallar els espàrrecs i l’all', 'Posar una paella al foc amb un raig d’oli', 'Tirar-hi els espàrrecs i l’all, deixar sofregir fins que estiguin cuits', 'Trencar els ous en un bol, afegir la mantega, salar, tirar-hi els pesàrrecs i l’all;', 'Batre.', 'Tirar la mescla a la paella, deixar coure per un costat, donar-li la volta i deixar caure per l’altre costat.', 'Reservar la meitat de la truita i servir l’altre meitat.', 'Bon profit!']"
Pasta de carabassí amb bròquil feta i alfabaguera/herba sana,,"['300 g de pasta de carabassí', '100 g de carn picada', '100 g feta', '20 g d’alfabaguera fresca o herba sana', 'OOVE, sal i pebre bo']","['Posa agua a bullir en una olla', 'Quan l’aigua bulli tira-hi la pasta de carabassí i el bròquil tallat', 'I escalde’ls', 'Mentrestant sofregeix la carn amb espècies dins una paella', 'Talla el formatge feta i l’alfabaguera o herba sana', 'Posa la “pasta” i la carn en un plat fondo', 'Tira-hi el feta i l’alfabaguera/herba sana', 'Trempa amb OOVE, sal i pebre bò', 'Bon profit!']"
